Site,Date Time,TempOut,HiTemp,LowTemp,OutHum,DewPt,WindSpeed,WindDir,WindRun,HiSpeed,HiDir,WindChill,HeatIndex,THWIndex,THSWIndex,Bar,Rain,RainRate,SolarRad,SolarEnergy,HiSolarRad,HeatD-D,CoolD-D,InTemp,InHum,InDew,InHeat,InEMC,InAirDensity,ET,WindSamp,WindTx,ISSRecept,ArcInt,VA
YMCA,2014-08-21 04:00,7.6,7.9,7.6,88,5.7,0,,0,0,,7.6,7.6,7.6,,756.5,0,0,0,0,0,0.223,0,15.9,40,2.3,14.4,7.85,0.0754,0,703,1,100,30,247.359
YMCA,2014-08-21 04:30,7.1,7.6,7.1,89,5.4,0,,0,0,,7.1,7.1,7.1,,756.4,0,0,0,0,0,0.235,0,15.7,41,2.4,14.2,8.05,0.0754,0,701,1,100,30,247.391
YMCA,2014-08-21 05:00,6.7,7.1,6.7,90,5.2,0,,0,0,,6.7,6.8,6.8,,756.4,0,0,0,0,0,0.242,0,15.4,41,2.2,13.9,8.04,0.0755,0,703,1,100,30,247.608
YMCA,2014-08-21 05:30,6.6,6.7,6.5,91,5.2,0,,0,0,,6.6,6.6,6.6,,756.3,0,0,2,0.09,9,0.245,0,15.1,41,1.9,13.7,8.03,0.0756,0,702,1,100,30,245.751
YMCA,2014-08-21 06:00,6.8,6.8,6.6,92,5.6,0,,0,0,,6.8,6.8,6.8,,756.3,0,0,15,0.65,25,0.241,0,15.1,42,2.2,13.7,8.15,0.0756,0,703,1,100,30,245.279
YMCA,2014-08-21 06:30,7.5,7.5,6.8,92,6.3,0,,0,0,,7.5,7.6,7.6,,756.3,0,0,32,1.38,46,0.226,0,15.2,42,2.4,13.8,8.15,0.0755,0,701,1,100,30,245.364
YMCA,2014-08-21 07:00,8.3,8.3,7.5,90,6.7,0,,0,0,,8.3,8.4,8.4,,756.3,0,0,66,2.84,165,0.209,0,15.9,42,3,14.5,8.15,0.0753,0.03,703,1,100,30,245.848
YMCA,2014-08-21 07:30,9.4,9.4,8.3,89,7.7,0,,0,0,,9.4,9.6,9.6,,756.3,0,0,224,9.63,288,0.186,0,16.8,41,3.5,15.4,8,0.0751,0,701,2,100,30,244.9
YMCA,2014-08-21 08:00,11.1,11.1,9.4,86,8.8,0,N,0,1,N,11.1,11.1,11.1,,756.2,0,0,328,14.11,373,0.152,0,18.3,41,4.8,16.9,7.95,0.0746,0,703,2,100,30,245.678
YMCA,2014-08-21 08:30,13,13,11,76,8.9,0,NNE,0,4,NNW,13,12.7,12.7,,756.1,0,0,406,17.46,452,0.111,0,20.6,40,6.5,19.3,7.77,0.0739,0.13,702,2,100,30,245.078
YMCA,2014-08-21 09:00,14.1,14.1,13,70,8.7,1,N,0.5,5,N,14.1,13.7,13.7,,756.1,0,0,487,20.94,531,0.088,0,22.8,38,7.8,22,7.43,0.0733,0.23,702,2,100,30,244.761
YMCA,2014-08-21 09:30,15.2,15.2,14.1,67,9.1,1,NNW,0.5,6,NNW,15.2,14.8,14.8,,756,0,0,551,23.7,591,0.065,0,24.9,37,9.2,24.4,7.21,0.0727,0,703,1,100,30,244.479
YMCA,2014-08-21 10:00,15.5,15.5,15.1,67,9.4,2,N,1,7,NNW,15.5,15.1,15.1,,755.8,0,0,633,27.22,684,0.059,0,26.7,35,10,25.9,6.85,0.0722,0.3,702,1,100,30,244.285
YMCA,2014-08-21 10:30,15.8,15.9,15.5,63,8.8,2,N,1,8,ENE,15.8,15.3,15.3,,755.7,0,0,645,27.74,909,0.052,0,28.3,33,10.5,27.4,6.43,0.0718,0,702,1,100,30,244.347
YMCA,2014-08-21 11:00,15.7,15.8,15.3,61,8.2,2,N,1,7,NW,15.7,15.1,15.1,,755.6,0,0,445,19.14,879,0.054,0,28.7,32,10.4,27.9,6.28,0.0717,0,702,1,100,30,244.19
YMCA,2014-08-21 11:30,16.3,17.3,15.7,56,7.5,2,N,1,8,ENE,16.3,15.5,15.5,,755.5,0,0,685,29.46,1023,0.042,0,29.8,31,10.8,28.9,6.15,0.0714,0.3,703,1,100,30,245.741
YMCA,2014-08-21 12:00,15.6,16.3,15.1,58,7.3,2,N,1,8,NNW,15.6,14.8,14.8,,755.3,0,0,264,11.35,891,0.058,0,28.8,30,9.5,27.9,6.05,0.0717,0,702,1,100,30,245.912
YMCA,2014-08-21 12:30,16.6,16.7,15.6,51,6.4,2,NNE,1,10,N,16.6,15.6,15.6,,755.1,0,0,790,33.97,967,0.037,0,28.8,30,9.5,27.9,6.05,0.0717,0.28,702,1,100,30,246.719
YMCA,2014-08-21 13:00,17.4,17.4,16.6,51,7.2,3,N,1.5,13,N,17.4,16.4,16.4,,755,0,0,835,35.91,884,0.019,0,29.7,29,9.7,28.6,5.84,0.0715,0.43,702,1,100,30,246.103
YMCA,2014-08-21 13:30,17.4,17.8,17.4,49,6.6,2,N,1,10,NNE,17.4,16.4,16.4,,754.8,0,0,628,27.01,875,0.019,0,30.7,28,10.1,29.4,5.65,0.0712,0,699,1,100,30,246.107
YMCA,2014-08-21 14:00,16.8,17.4,16.7,55,7.7,2,N,1,11,NNW,16.8,15.9,15.9,,754.7,0,0,222,9.55,399,0.032,0,29.8,27,8.8,28.5,5.54,0.0715,0.25,702,1,100,30,246.427
YMCA,2014-08-21 14:30,16.2,16.8,16.2,56,7.4,3,N,1.5,13,NNE,16.2,15.4,15.4,,754.6,0,0,161,6.92,251,0.044,0,28.3,28,8,27.1,5.69,0.0718,0,703,1,100,30,246.515
YMCA,2014-08-21 15:00,16.1,16.3,16.1,60,8.3,2,N,1,11,NE,16.1,15.4,15.4,,754.5,0,0,190,8.17,241,0.047,0,27.3,29,7.7,26.1,5.85,0.0721,0,702,1,100,30,244.414
YMCA,2014-08-21 15:30,16.2,16.4,16.1,59,8.2,2,N,1,9,WNW,16.2,15.5,15.5,,754.4,0,0,244,10.49,311,0.044,0,26.8,30,7.8,25.7,6.05,0.0722,0.13,703,1,100,30,244.237
YMCA,2014-08-21 16:00,16.6,16.7,16.2,60,8.8,2,N,1,8,NNW,16.6,15.9,15.9,,754.3,0,0,285,12.26,478,0.037,0,26.9,30,7.9,25.8,6.05,0.0721,0.18,702,1,100,30,243.699
YMCA,2014-08-21 16:30,15.8,16.6,15.8,66,9.4,2,N,1,11,NNW,15.8,15.3,15.3,,754.2,0,0,131,5.63,181,0.053,0,26.6,30,7.6,25.5,6.05,0.0722,0,701,1,100,30,244.401
YMCA,2014-08-21 17:00,16.1,16.1,15.8,63,9.1,2,N,1,11,NW,16.1,15.6,15.6,,754,0,0,180,7.74,213,0.046,0,26.2,31,7.7,25.2,6.17,0.0723,0,703,1,100,30,244.498
YMCA,2014-08-21 17:30,15.7,16.1,15.7,64,8.9,2,N,1,9,N,15.7,15.2,15.2,,753.9,0,0,118,5.07,162,0.054,0,25.9,31,7.5,25,6.18,0.0724,0.1,702,1,100,30,245.277
YMCA,2014-08-21 18:00,15.4,15.7,15.3,66,9.1,1,NNW,0.5,6,NNW,15.4,14.9,14.9,,753.8,0,0,56,2.41,86,0.06,0,25.2,31,6.8,24.4,6.2,0.0726,0,703,1,100,30,245.474
YMCA,2014-08-21 18:30,15.3,15.5,15.3,68,9.5,1,NNW,0.5,7,NE,15.3,14.9,14.9,,753.7,0,0,48,2.06,76,0.063,0,24.6,32,6.8,23.9,6.42,0.0727,0.05,702,3,100,30,246.032
YMCA,2014-08-21 19:00,14.9,15.3,14.9,70,9.5,1,NNW,0.5,6,N,14.9,14.5,14.5,,753.7,0,0,21,0.9,32,0.072,0,24.1,32,6.4,23.3,6.44,0.0728,0.03,703,3,100,30,243.949
YMCA,2014-08-21 19:30,14.6,14.9,14.6,71,9.4,1,NW,0.5,5,SW,14.6,14.2,14.2,,753.6,0,0,3,0.13,16,0.079,0,23.6,33,6.4,22.8,6.56,0.073,0,702,1,100,30,243.319
YMCA,2014-08-21 20:00,14.3,14.6,14.3,71,9.1,1,NW,0.5,3,NW,14.3,13.9,13.9,,753.6,0,0,0,0,0,0.084,0,23.1,34,6.4,22.2,6.78,0.0731,0,703,1,100,30,246.257
YMCA,2014-08-21 20:30,14.1,14.3,14.1,72,9.1,1,WNW,0.5,4,NW,14.1,13.7,13.7,,753.7,0,0,0,0,0,0.089,0,22.6,34,5.9,21.4,6.8,0.0732,0,701,1,100,30,246.461
YMCA,2014-08-21 21:00,13.9,14.1,13.8,73,9.1,1,WNW,0.5,7,SSW,13.9,13.6,13.6,,753.7,0,0,0,0,0,0.093,0,22.2,35,6,20.9,7.01,0.0733,0,703,1,100,30,246.149
YMCA,2014-08-21 21:30,13.8,13.9,13.7,74,9.2,1,NW,0.5,6,NNW,13.8,13.4,13.4,,753.5,0,0,0,0,0,0.095,0,22.1,35,5.9,20.7,7.02,0.0734,0.03,701,1,100,30,247.147
YMCA,2014-08-21 22:00,13.7,13.8,13.7,75,9.3,1,NW,0.5,6,NNE,13.7,13.4,13.4,,753.4,0,0,0,0,0,0.097,0,21.8,35,5.7,20.3,7.02,0.0734,0.03,703,1,100,30,247.165
YMCA,2014-08-21 22:30,13.7,13.7,13.7,76,9.5,1,WNW,0.5,6,NNW,13.7,13.4,13.4,,753.2,0,0,0,0,0,0.097,0,21.7,36,5.9,20.2,7.21,0.0734,0,702,1,100,30,245.797
YMCA,2014-08-21 23:00,13.7,13.7,13.7,76,9.5,1,NW,0.5,6,W,13.7,13.4,13.4,,753.1,0,0,0,0,0,0.097,0,21.6,36,5.8,20,7.22,0.0735,0.03,702,1,100,30,247.269
YMCA,2014-08-21 23:30,13.7,13.7,13.7,77,9.8,1,NW,0.5,7,NNW,13.7,13.5,13.5,,753,0,0,0,0,0,0.096,0,21.6,36,5.8,20,7.22,0.0734,0,702,1,100,30,248.124
YMCA,2014-08-22 00:00,13.5,13.7,13.5,79,9.9,0,WNW,0,4,NW,13.5,13.3,13.3,,752.9,0,0,0,0,0,0.101,0,21.4,37,6.1,19.9,7.34,0.0734,0.03,702,1,100,30,247.248
YMCA,2014-08-22 00:30,13.3,13.5,13.3,80,10,0,W,0,3,WSW,13.3,13.2,13.2,,752.8,0,0,0,0,0,0.104,0,21.3,37,6,19.7,7.34,0.0735,0,702,1,100,30,247.088
YMCA,2014-08-22 01:00,13.2,13.3,13.2,81,10,0,W,0,2,WSW,13.2,13.1,13.1,,752.6,0,0,0,0,0,0.106,0,21.2,38,6.3,19.6,7.55,0.0735,0.03,702,1,100,30,247.422
YMCA,2014-08-22 01:30,13.1,13.2,13.1,81,9.9,0,W,0,3,W,13.1,12.9,12.9,,752.4,0,0,0,0,0,0.11,0,21,38,6.1,19.4,7.55,0.0735,0,701,1,100,30,247.287
YMCA,2014-08-22 02:00,12.8,13.1,12.8,83,10,0,WSW,0,4,WSW,12.8,12.7,12.7,,752.1,0,0,0,0,0,0.116,0,20.8,39,6.3,19.3,7.66,0.0735,0,702,1,100,30,247.366
YMCA,2014-08-22 02:30,12.3,12.8,12.3,85,9.8,0,WSW,0,2,WSW,12.3,12.2,12.2,,751.9,0,0,0,0,0,0.126,0,20.4,39,6,19.1,7.67,0.0736,0.03,703,1,100,30,247.531
YMCA,2014-08-22 03:00,12,12.3,12,86,9.7,1,WSW,0.5,3,WSW,12,11.9,11.9,,751.8,0,0,0,0,0,0.132,0,20.1,40,6,18.7,7.79,0.0737,0,702,1,100,30,247.306
YMCA,2014-08-22 03:30,11.8,12,11.8,85,9.4,1,WSW,0.5,4,WSW,11.8,11.8,11.8,,751.6,0,0,0,0,0,0.135,0,19.6,40,5.6,18.2,7.81,0.0738,0,703,1,100,30,247.569
YMCA,2014-08-22 04:00,11.6,11.8,11.6,86,9.3,1,WSW,0.5,5,WSW,11.6,11.6,11.6,,751.4,0,0,0,0,0,0.14,0,19.2,41,5.6,17.9,7.95,0.0739,0,702,1,100,30,247.199
YMCA,2014-08-22 04:30,11.7,11.7,11.6,86,9.5,0,WSW,0,3,WSW,11.7,11.7,11.7,,751.2,0,0,0,0,0,0.138,0,19.1,41,5.5,17.7,7.95,0.0739,0,697,1,100,30,247.095
YMCA,2014-08-22 05:00,11.7,11.7,11.7,87,9.6,0,WSW,0,2,WNW,11.7,11.7,11.7,,751.2,0,0,0,0,0,0.138,0,19.1,42,5.9,17.8,8.12,0.0739,0,702,1,100,30,247.139
YMCA,2014-08-22 05:30,11.9,11.9,11.7,87,9.8,0,WNW,0,3,W,11.9,11.9,11.9,,751.1,0,0,1,0.04,7,0.134,0,19.2,42,6,17.9,8.12,0.0738,0,700,1,100,30,248.761
YMCA,2014-08-22 06:00,12,12,11.9,87,9.9,0,W,0,3,WNW,12,12,12,,751,0,0,16,0.69,26,0.132,0,19.3,42,6,18,8.12,0.0738,0,703,1,100,30,245.264
YMCA,2014-08-22 06:30,12.2,12.2,12,87,10.1,0,WSW,0,3,WSW,12.2,12.2,12.2,,751.1,0,0,38,1.63,58,0.127,0,19.6,42,6.3,18.3,8.11,0.0737,0,702,2,100,30,245.243
YMCA,2014-08-22 07:00,12.8,12.8,12.2,86,10.5,0,NW,0,5,WSW,12.8,12.7,12.7,,751,0,0,80,3.44,98,0.116,0,20.1,42,6.7,18.8,8.09,0.0736,0,703,2,100,30,244.908
YMCA,2014-08-22 07:30,13.3,13.3,12.8,85,10.8,1,NNW,0.5,4,NNW,13.3,13.2,13.2,,751.1,0,0,118,5.07,149,0.105,0,20.7,42,7.3,19.4,8.06,0.0734,0.03,701,1,100,30,246.018
YMCA,2014-08-22 08:00,13.6,13.6,13.2,84,10.9,1,NNW,0.5,8,NNW,13.6,13.5,13.5,,751.1,0,0,148,6.36,165,0.1,0,21.6,41,7.7,20.2,7.92,0.0732,0.08,703,1,100,30,245.028
YMCA,2014-08-22 08:30,13.7,13.7,13.6,83,10.9,2,N,1,8,NNW,13.7,13.6,13.6,,751.2,0,0,170,7.31,193,0.096,0,22.2,41,8.3,21.2,7.87,0.073,0,702,1,100,30,244.527
YMCA,2014-08-22 09:00,14.4,14.4,13.7,81,11.2,2,N,1,8,N,14.4,14.3,14.3,,751.2,0,0,245,10.54,313,0.082,0,22.7,40,8.4,21.9,7.69,0.0728,0.1,703,1,100,30,243.885
YMCA,2014-08-22 09:30,14.7,14.7,14.4,80,11.3,2,NNE,1,6,NNW,14.7,14.6,14.6,,751.2,0,0,230,9.89,338,0.076,0,23.5,40,9.1,23,7.66,0.0726,0,702,1,100,30,244.007
YMCA,2014-08-22 10:00,15.3,15.3,14.7,77,11.3,2,NNE,1,6,N,15.3,15.1,15.1,,751.4,0,0,271,11.65,487,0.064,0,24.1,39,9.3,23.6,7.54,0.0725,0.15,703,1,100,30,243.209
YMCA,2014-08-22 10:30,15.7,15.7,15.3,72,10.6,2,NNE,1,7,ENE,15.7,15.4,15.4,,751.4,0,0,312,13.42,664,0.056,0,24.9,39,10,24.4,7.51,0.0722,0,702,1,100,30,245.197
YMCA,2014-08-22 11:00,16.1,16.6,15.7,71,10.8,2,N,1,9,ENE,16.1,15.8,15.8,,751.6,0,0,362,15.57,905,0.047,0,26.4,38,10.9,25.8,7.26,0.0718,0,703,1,100,30,244.96
YMCA,2014-08-22 11:30,16.8,16.8,16.1,68,10.8,2,NNE,1,8,NE,16.8,16.5,16.5,,751.7,0,0,435,18.71,974,0.032,0,27.5,36,11.1,26.8,6.89,0.0716,0.23,702,2,100,30,245.196
YMCA,2014-08-22 12:00,17.7,17.7,16.8,63,10.6,2,NNE,1,10,NE,17.7,17.3,17.3,,751.7,0,0,768,33.03,954,0.013,0,28.9,35,11.9,28.6,6.69,0.0712,0.36,702,2,100,30,245.443
YMCA,2014-08-22 12:30,18.4,18.4,17.7,59,10.2,3,NNE,1.5,9,N,18.4,17.9,17.9,,751.6,0,0,841,36.17,935,0,0.001,30.3,33,12.3,29.7,6.38,0.0708,0,703,2,100,30,245.222
YMCA,2014-08-22 13:00,17.8,18.5,17.8,58,9.5,2,N,1,8,NE,17.8,17.2,17.2,,751.6,0,0,543,23.35,933,0.01,0,31.6,31,12.4,30.6,6.15,0.0705,0.41,702,2,100,30,246.099
YMCA,2014-08-22 13:30,17.1,17.8,17.1,59,9,2,NNE,1,9,N,17.1,16.4,16.4,,751.8,0,0,167,7.18,206,0.027,0,30.3,31,11.3,29.4,6.15,0.0709,0,703,1,100,30,246.309
YMCA,2014-08-22 14:00,18.6,18.6,16.9,58,10.2,2,N,1,7,NNW,18.6,18.1,18.1,,751.7,0,0,341,14.66,923,0,0.006,29.4,31,10.5,28.6,6.15,0.0712,0.18,702,1,100,30,245.354
YMCA,2014-08-22 14:30,18.5,18.9,17.6,51,8.2,3,NNE,1.5,11,WNW,18.5,17.6,17.6,,751.7,0,0,168,7.22,323,0,0.003,28.9,31,10.1,28.1,6.15,0.0713,0,700,1,100,30,245.619
YMCA,2014-08-22 15:00,19.6,19.6,18.5,49,8.5,3,NNE,1.5,9,NE,19.6,18.7,18.7,,751.7,0,0,667,28.68,754,0,0.025,29.2,31,10.3,28.3,6.15,0.0712,0.28,702,1,100,30,246.025
YMCA,2014-08-22 15:30,19.2,19.9,19.2,47,7.6,2,N,1,9,NE,19.2,18.2,18.2,,751.8,0,0,460,19.78,788,0,0.019,30.8,30,11.2,29.7,6,0.0708,0,703,1,100,30,245.867
YMCA,2014-08-22 16:00,18.9,19.2,18.9,47,7.4,2,N,1,8,ENE,18.9,17.9,17.9,,751.9,0,0,255,10.97,550,0,0.013,31.4,29,11.3,30.2,5.78,0.0707,0,702,1,100,30,245.982
YMCA,2014-08-22 16:30,18.6,18.9,18.1,48,7.3,1,NNE,0.5,7,ENE,18.6,17.5,17.5,,751.9,0,0,196,8.43,357,0,0.005,30.8,29,10.7,29.6,5.8,0.0708,0.25,702,1,100,30,246.033
YMCA,2014-08-22 17:00,18.6,18.7,18.6,48,7.4,1,NNE,0.5,6,N,18.6,17.6,17.6,,752,0,0,203,8.73,301,0,0.006,30.9,28,10.3,29.6,5.65,0.0708,0.13,702,1,100,30,245.053
YMCA,2014-08-22 17:30,18.4,18.6,18.3,51,8.1,1,NNE,0.5,6,NNW,18.4,17.5,17.5,,752,0,0,149,6.41,246,0,0.001,30.6,28,10,29.4,5.65,0.0709,0,703,1,100,30,244.049
YMCA,2014-08-22 18:00,18.2,18.6,18.2,50,7.6,1,N,0.5,5,N,18.2,17.3,17.3,,752.1,0,0,164,7.05,294,0.002,0,30,28,9.5,28.8,5.65,0.0711,0.1,702,1,100,30,244.746
YMCA,2014-08-22 18:30,17.2,18.2,17.2,56,8.3,1,N,0.5,4,NNW,17.2,16.4,16.4,,752.4,0,0,56,2.41,76,0.024,0,28.7,29,8.9,27.7,5.85,0.0715,0,703,1,100,30,245.3
YMCA,2014-08-22 19:00,16.5,17.1,16.5,58,8.2,0,N,0,3,NNW,16.5,15.8,15.8,,752.4,0,0,23,0.99,33,0.038,0,27.3,30,8.2,26.2,6.05,0.0719,0,702,1,100,30,245.567
YMCA,2014-08-22 19:30,15.7,16.5,15.7,62,8.4,0,N,0,1,N,15.7,15.1,15.1,,752.6,0,0,3,0.13,11,0.056,0,25.9,31,7.5,25,6.18,0.0723,0.03,701,1,100,30,243.965
YMCA,2014-08-22 20:00,15.2,15.7,15.2,68,9.4,0,N,0,5,N,15.2,14.8,14.8,,753,0,0,0,0,0,0.065,0,24.7,32,6.9,24.1,6.42,0.0726,0,703,1,100,30,243.284
YMCA,2014-08-22 20:30,14.7,15.2,14.7,71,9.5,0,N,0,2,N,14.7,14.3,14.3,,753.1,0,0,0,0,0,0.075,0,23.8,33,6.6,23.1,6.55,0.0729,0,702,1,100,30,244.445
YMCA,2014-08-22 21:00,13.7,14.7,13.7,76,9.6,0,N,0,1,N,13.7,13.4,13.4,,753.4,0,0,0,0,0,0.096,0,23,34,6.3,22.1,6.78,0.0731,0,703,1,100,30,246.491
YMCA,2014-08-22 21:30,12.9,13.7,12.9,79,9.3,0,N,0,8,NNW,12.9,12.7,12.7,,753.8,0,0,0,0,0,0.113,0,22.2,35,6,20.8,7.01,0.0734,0.03,701,1,100,30,245.329
YMCA,2014-08-22 22:00,12.7,12.9,12.7,83,9.9,1,N,0.5,7,NW,12.7,12.6,12.6,,753.6,0,0,0,0,0,0.117,0,21.6,36,5.8,20,7.22,0.0735,0.03,703,1,100,30,246.75
YMCA,2014-08-22 22:30,12.2,12.7,12.2,86,9.9,0,,0,0,,12.2,12.2,12.2,,753.6,0,0,0,0,0,0.127,0,21,37,5.7,19.4,7.35,0.0736,0,701,1,100,30,245.599
YMCA,2014-08-22 23:00,12.2,12.3,12.2,88,10.3,0,,0,0,,12.2,12.2,12.2,,753.7,0,0,0,0,0,0.127,0,20.6,39,6.2,19.2,7.67,0.0737,0,703,1,100,30,246.628
YMCA,2014-08-22 23:30,11.8,12.2,11.8,88,9.9,0,,0,0,,11.8,11.8,11.8,,753.9,0,0,0,0,0,0.135,0,20.3,39,5.9,18.9,7.68,0.0738,0,699,1,100,30,248.937
YMCA,2014-08-23 00:00,11.4,11.8,11.4,88,9.5,0,,0,0,,11.4,11.4,11.4,,753.9,0,0,0,0,0,0.145,0,19.9,40,5.9,18.6,7.79,0.0739,0,703,1,100,30,246.955
YMCA,2014-08-23 00:30,11.1,11.4,11.1,90,9.5,0,,0,0,,11.1,11.2,11.2,,753.9,0,0,0,0,0,0.152,0,19.6,40,5.6,18.2,7.81,0.074,0,701,1,100,30,247.595
YMCA,2014-08-23 01:00,10.7,11.1,10.7,90,9.1,0,,0,0,,10.7,10.8,10.8,,753.9,0,0,0,0,0,0.159,0,19.1,41,5.5,17.7,7.95,0.0742,0,703,1,100,30,248.009
YMCA,2014-08-23 01:30,10.5,10.7,10.5,90,8.9,0,,0,0,,10.5,10.6,10.6,,753.9,0,0,0,0,0,0.163,0,18.9,42,5.7,17.6,8.13,0.0742,0,697,1,100,30,248.345
YMCA,2014-08-23 02:00,10.3,10.5,10.3,90,8.8,0,N,0,1,N,10.3,10.4,10.4,,753.9,0,0,0,0,0,0.167,0,18.6,42,5.4,17.3,8.14,0.0743,0,702,1,100,30,247.527
YMCA,2014-08-23 02:30,10,10.3,10,90,8.4,0,,0,0,,10,10.2,10.2,,753.9,0,0,0,0,0,0.174,0,18.4,42,5.3,17.1,8.15,0.0743,0,703,1,100,30,247.374
YMCA,2014-08-23 03:00,9.8,10,9.8,89,8.1,0,,0,0,,9.8,10,10,,754,0,0,0,0,0,0.177,0,18.2,42,5,16.8,8.15,0.0744,0,702,1,100,30,247.548
YMCA,2014-08-23 03:30,10,10,9.8,88,8.1,0,,0,0,,10,10.1,10.1,,753.9,0,0,0,0,0,0.174,0,18,43,5.2,16.7,8.26,0.0745,0,703,1,100,30,247.763
YMCA,2014-08-23 04:00,10.1,10.1,10,87,8,0,,0,0,,10.1,10.2,10.2,,753.9,0,0,0,0,0,0.172,0,18,43,5.2,16.7,8.26,0.0745,0,702,1,100,30,247.86
YMCA,2014-08-23 04:30,10,10.1,9.9,86,7.8,0,,0,0,,10,10.1,10.1,,754.1,0,0,0,0,0,0.174,0,18,43,5.2,16.7,8.26,0.0745,0,703,1,100,30,247.214
YMCA,2014-08-23 05:00,9.8,10,9.8,86,7.6,0,,0,0,,9.8,9.9,9.9,,754.2,0,0,0,0,0,0.177,0,18,43,5.2,16.7,8.26,0.0745,0,702,1,100,30,248.137
YMCA,2014-08-23 05:30,9.7,9.8,9.7,87,7.7,0,,0,0,,9.7,9.8,9.8,,754.4,0,0,1,0.04,7,0.179,0,17.8,43,5,16.4,8.27,0.0746,0,701,1,100,30,247.709
YMCA,2014-08-23 06:00,9.4,9.7,9.4,88,7.6,0,,0,0,,9.4,9.6,9.6,,754.5,0,0,13,0.56,18,0.185,0,17.7,43,5,16.4,8.27,0.0746,0,702,1,100,30,246.208
YMCA,2014-08-23 06:30,9.7,9.7,9.3,88,7.8,0,,0,0,,9.7,9.8,9.8,,754.6,0,0,27,1.16,33,0.181,0,17.6,43,4.9,16.3,8.28,0.0746,0,703,1,100,30,245.454
YMCA,2014-08-23 07:00,10.1,10.1,9.7,88,8.2,0,,0,0,,10.1,10.2,10.2,,754.7,0,0,53,2.28,156,0.171,0,18.1,43,5.3,16.7,8.26,0.0745,0.03,702,1,100,30,246.743
YMCA,2014-08-23 07:30,11.4,11.4,10.1,83,8.7,0,NNE,0,1,NW,11.4,11.4,11.4,,754.8,0,0,206,8.86,248,0.144,0,18.8,42,5.6,17.5,8.13,0.0743,0,702,1,100,30,246.392
YMCA,2014-08-23 08:00,12.4,12.4,11.4,81,9.2,0,NNE,0,1,NW,12.4,12.2,12.2,,754.9,0,0,288,12.39,323,0.124,0,20.1,42,6.8,18.9,8.09,0.0739,0,703,1,100,30,245.179
YMCA,2014-08-23 08:30,13.2,13.3,12.4,78,9.5,1,NNE,0.5,6,NNE,13.2,13,13,,754.9,0,0,377,16.21,441,0.106,0,21.8,41,8,20.7,7.9,0.0734,0.13,701,1,100,30,245.331
YMCA,2014-08-23 09:00,14.1,14.2,13.3,73,9.3,1,N,0.5,5,NNW,14.1,13.8,13.8,,754.8,0,0,479,20.6,517,0.088,0,23.7,39,8.9,23.2,7.56,0.0729,0.23,703,1,100,30,245.202
YMCA,2014-08-23 09:30,14.7,14.7,14.1,71,9.5,1,N,0.5,6,NE,14.7,14.3,14.3,,755,0,0,497,21.37,705,0.076,0,25.3,38,10,24.8,7.3,0.0725,0,700,3,100,30,245.034
YMCA,2014-08-23 10:00,14.9,14.9,14.6,67,8.9,2,N,1,8,NE,14.9,14.4,14.4,,755,0,0,383,16.47,765,0.071,0,26.2,36,9.9,25.6,6.97,0.0723,0.25,703,3,100,30,245.032
YMCA,2014-08-23 10:30,15.3,15.6,14.9,66,9,2,NNE,1,7,NNW,15.3,14.8,14.8,,755.1,0,0,498,21.42,874,0.063,0,27.1,35,10.3,26.2,6.82,0.0721,0,702,3,100,30,244.789
YMCA,2014-08-23 11:00,15.7,15.8,15.3,61,8.2,2,N,1,9,NNW,15.7,15,15,,755.1,0,0,327,14.06,838,0.056,0,27.7,34,10.4,26.9,6.57,0.0719,0.28,703,3,100,30,245.342
YMCA,2014-08-23 11:30,16.1,16.1,15.6,57,7.6,2,NNE,1,9,NE,16.1,15.3,15.3,,755,0,0,458,19.7,916,0.046,0,28.1,33,10.3,27.2,6.45,0.0718,0,702,1,100,30,245
YMCA,2014-08-23 12:00,16.6,17.1,16.1,55,7.5,2,N,1,7,NNW,16.6,15.7,15.7,,754.9,0,0,512,22.02,944,0.037,0,28.8,32,10.5,28.1,6.27,0.0716,0.3,703,1,100,30,244.949
YMCA,2014-08-23 12:30,16,16.8,16,54,6.7,2,NNE,1,12,N,16,15.1,15.1,,755,0,0,285,12.26,1060,0.049,0,29.1,31,10.2,28.2,6.15,0.0716,0,702,1,100,30,245.641
YMCA,2014-08-23 13:00,16,16,15.6,56,7.2,3,NNE,1.5,11,ENE,16,15.2,15.2,,755.1,0,0,291,12.51,758,0.049,0,27.9,31,9.2,26.9,6.15,0.0719,0,703,1,100,30,246.443
YMCA,2014-08-23 13:30,16.8,16.8,16.1,54,7.4,3,NNE,1.5,10,NNE,16.8,15.9,15.9,,754.9,0,0,322,13.85,1016,0.032,0,27.8,31,9.1,26.8,6.15,0.0719,0.23,699,1,100,30,245.676
YMCA,2014-08-23 14:00,17.5,17.5,16.7,53,7.8,3,NNE,1.5,10,ENE,17.5,16.6,16.6,,754.8,0,0,385,16.56,988,0.017,0,27.9,30,8.8,26.9,6.05,0.0719,0.25,703,1,100,30,246.024
YMCA,2014-08-23 14:30,17.6,17.9,17.4,45,5.5,4,NNE,2,11,NW,17.6,16.4,16.4,,754.9,0,0,167,7.18,534,0.015,0,27.8,30,8.7,26.8,6.05,0.072,0,702,1,100,30,246.128
