Site,Date Time,TempOut,HiTemp,LowTemp,OutHum,DewPt,WindSpeed,WindDir,WindRun,HiSpeed,HiDir,WindChill,HeatIndex,THWIndex,THSWIndex,Bar,Rain,RainRate,SolarRad,SolarEnergy,HiSolarRad,HeatD-D,CoolD-D,InTemp,InHum,InDew,InHeat,InEMC,InAirDensity,ET,WindSamp,WindTx,ISSRecept,ArcInt,VA
YMCA,2014-06-10 02:30,15.7,16.2,15.7,89,13.9,0,NNW,0,1,NNW,15.7,15.8,15.8,,754.6,0,0,0,0,0,0.056,0,23.8,43,10.5,23.6,8.05,0.0728,0,687,1,100,30,247.321
YMCA,2014-06-10 03:00,15.2,15.7,15.2,90,13.6,0,,0,0,,15.2,15.3,15.3,,754.8,0,0,0,0,0,0.065,0,23.4,43,10.1,23.1,8.08,0.0729,0,703,1,100,30,247.287
YMCA,2014-06-10 03:30,14.9,15.2,14.9,90,13.3,0,,0,0,,14.9,15,15,,754.6,0,0,0,0,0,0.072,0,22.9,44,10,22.4,8.28,0.073,0,700,1,100,30,248.479
YMCA,2014-06-10 04:00,14.4,14.9,14.4,89,12.7,0,,0,0,,14.4,14.5,14.5,,755,0,0,0,0,0,0.081,0,22.6,44,9.7,21.9,8.3,0.0732,0,703,1,100,30,248.571
YMCA,2014-06-10 04:30,14.2,14.4,14.1,90,12.5,0,NNW,0,1,NNW,14.2,14.2,14.2,,755.4,0,0,0,0,0,0.087,0,22.2,44,9.3,21.3,8.31,0.0733,0,693,1,100,30,248.185
YMCA,2014-06-10 05:00,14.1,14.2,14.1,91,12.6,0,,0,0,,14.1,14.1,14.1,,755.5,0,0,11,0.47,18,0.089,0,21.8,45,9.3,20.8,8.45,0.0735,0,703,1,100,30,247.627
YMCA,2014-06-10 05:30,14.1,14.1,14.1,91,12.7,0,NNW,0,2,NNW,14.1,14.2,14.2,,755.5,0,0,23,0.99,26,0.088,0,21.7,45,9.2,20.6,8.45,0.0735,0,702,1,100,30,247.303
YMCA,2014-06-10 06:00,14.4,14.4,14.1,91,12.9,0,NNW,0,2,NNW,14.4,14.4,14.4,,755.7,0,0,34,1.46,81,0.082,0,21.8,45,9.3,20.8,8.45,0.0735,0.03,703,1,100,30,246.579
YMCA,2014-06-10 06:30,15.1,15.1,14.4,86,12.7,0,N,0,2,N,15.1,15.1,15.1,,755.8,0,0,57,2.45,137,0.068,0,22.1,45,9.6,21.2,8.45,0.0734,0,689,1,100,30,246.047
YMCA,2014-06-10 07:00,16,16,15.1,77,12,0,N,0,1,N,16,15.9,15.9,,756.2,0,0,56,2.41,192,0.049,0,22.6,45,10,21.9,8.45,0.0733,0.03,703,1,100,30,244.939
YMCA,2014-06-10 07:30,17.6,17.6,16,68,11.6,0,N,0,2,N,17.6,17.4,17.4,,756.5,0,0,262,11.27,445,0.015,0,23.2,44,10.3,22.8,8.27,0.0731,0,702,1,100,30,245.226
YMCA,2014-06-10 08:00,18.4,18.4,17.7,70,12.9,0,NNE,0,2,NNW,18.4,18.4,18.4,,756.7,0,0,479,20.6,613,0,0.002,24.8,43,11.4,24.5,8.05,0.0727,0.2,702,1,100,30,244.238
YMCA,2014-06-10 08:30,19,19.1,18.5,64,12,1,WSW,0.5,6,WSW,19,18.8,18.8,,756.8,0,0,407,17.5,557,0,0.014,26.6,41,12.3,26.1,7.75,0.0722,0,701,1,100,30,245.969
YMCA,2014-06-10 09:00,19.5,19.5,18.8,62,12,1,WSW,0.5,5,WSW,19.5,19.3,19.3,,756.9,0,0,407,17.5,756,0,0.024,28.1,39,12.8,27.7,7.4,0.0718,0.25,702,1,100,30,245.68
YMCA,2014-06-10 09:30,18.9,19.6,18.9,66,12.4,2,WSW,1,8,WSW,18.9,18.9,18.9,,757.1,0,0,294,12.64,577,0,0.013,28.8,38,13.1,28.7,7.25,0.0717,0,697,1,100,30,245.344
YMCA,2014-06-10 10:00,19.6,19.7,18.9,61,11.8,1,W,0.5,6,WSW,19.6,19.3,19.3,,757.1,0,0,323,13.89,886,0,0.025,28.9,38,13.2,28.9,7.25,0.0716,0.23,702,1,100,30,245.75
YMCA,2014-06-10 10:30,20.3,20.3,19.4,58,11.7,2,W,1,11,WSW,20.3,19.9,19.9,,757.2,0,0,743,31.95,905,0,0.041,29.7,37,13.4,29.4,7.04,0.0714,0,703,1,100,30,245.518
YMCA,2014-06-10 11:00,20.9,21.1,20.3,49,9.8,2,W,1,9,W,20.9,19.9,19.9,,757.1,0,0,879,37.8,905,0,0.053,31.3,36,14.5,30.9,6.82,0.071,0.48,702,1,100,30,246.237
YMCA,2014-06-10 11:30,21.3,21.3,20.6,44,8.5,2,W,1,9,N,21.3,20.1,20.1,,757.2,0,0,909,39.09,923,0,0.061,33,33,14.6,32.9,6.42,0.0706,0,702,1,100,30,246.366
YMCA,2014-06-10 12:00,21.7,21.7,21.3,47,9.9,2,W,1,8,NW,21.7,20.8,20.8,,757.2,0,0,937,40.3,990,0,0.071,34.3,31,14.8,34.4,6,0.0702,0,702,1,100,30,246.314
YMCA,2014-06-10 12:30,21.9,22,21.7,52,11.6,2,W,1,9,NE,21.9,21.3,21.3,,757.3,0,0,973,41.84,1023,0,0.074,35.4,29,14.6,35.5,5.56,0.07,0.56,703,1,100,30,245.166
YMCA,2014-06-10 13:00,21.9,22.2,21.7,53,11.9,3,WNW,1.5,11,N,21.9,21.4,21.4,,757.3,0,0,906,38.96,1060,0,0.075,36.1,29,15.2,36.4,5.59,0.0698,0.56,702,1,100,30,245.721
YMCA,2014-06-10 13:30,21.4,21.9,21.1,54,11.7,2,WNW,1,10,NNW,21.4,20.8,20.8,,757.4,0,0,435,18.71,1055,0,0.065,35.7,28,14.3,35.7,5.37,0.07,0,703,1,100,30,244.843
YMCA,2014-06-10 14:00,22,22.1,21.4,47,10.2,3,WNW,1.5,11,W,22,21.2,21.2,,757.4,0,0,920,39.57,986,0,0.076,36.2,28,14.8,36.4,5.39,0.0699,0,702,1,100,30,245.543
YMCA,2014-06-10 14:30,22.3,22.3,21.8,44,9.4,3,W,1.5,12,NNW,22.3,21.5,21.5,,757.5,0,0,880,37.84,900,0,0.082,37.5,27,15.3,38.2,5.34,0.0695,0.46,703,5,100,30,245.066
YMCA,2014-06-10 15:00,21.8,22.2,21.7,46,9.7,3,WNW,1.5,11,NNW,21.8,20.9,20.9,,757.5,0,0,834,35.87,858,0,0.073,38.5,25,15,39.3,5.07,0.0693,0.56,702,5,100,30,244.604
YMCA,2014-06-10 15:30,21.3,21.8,21.3,49,10.2,3,WNW,1.5,12,NW,21.3,20.4,20.4,,757.8,0,0,776,33.37,803,0,0.063,39.2,24,14.9,40,4.79,0.0692,0,701,1,100,30,245.295
YMCA,2014-06-10 16:00,21.1,21.3,21,51,10.5,2,WNW,1,10,WSW,21.1,20.2,20.2,,757.8,0,0,710,30.53,754,0,0.057,39.7,23,14.7,40.4,4.61,0.0691,0.46,703,1,100,30,244.064
YMCA,2014-06-10 16:30,20.1,21.2,20.1,50,9.4,4,NNW,2,13,NNW,20.1,19.4,19.4,,758.1,0,0,638,27.44,675,0,0.037,39.7,22,14,40,4.45,0.0692,0,702,1,100,30,243.93
YMCA,2014-06-10 17:00,20,20.3,19.9,51,9.6,3,WNW,1.5,12,N,20,19.3,19.3,,758.3,0,0,556,23.91,598,0,0.035,39.1,22,13.5,39.1,4.45,0.0694,0.36,703,1,100,30,245.434
YMCA,2014-06-10 17:30,19.8,20.1,19.8,51,9.3,3,NW,1.5,14,NW,19.8,19.1,19.1,,758.4,0,0,475,20.43,517,0,0.03,38.2,22,12.8,37.8,4.45,0.0696,0,702,1,100,30,246.147
YMCA,2014-06-10 18:00,19.2,19.8,19.2,55,10,3,N,1.5,14,NW,19.2,18.7,18.7,,758.6,0,0,395,16.99,434,0,0.019,37.2,23,12.6,36.7,4.77,0.0699,0.28,703,1,100,30,245.514
YMCA,2014-06-10 18:30,18.9,19.3,18.9,52,8.8,2,N,1,9,NNE,18.9,18.1,18.1,,758.9,0,0,314,13.5,357,0,0.012,36.1,23,11.7,35.2,4.81,0.0702,0,702,1,100,30,244.278
YMCA,2014-06-10 19:00,18.1,18.9,18.1,56,9.2,3,N,1.5,9,N,18.1,17.4,17.4,,759,0,0,217,9.33,267,0.005,0,33.5,24,10.2,32.2,4.95,0.0709,0.18,703,1,100,30,245.855
YMCA,2014-06-10 19:30,17.5,18.1,17.5,60,9.6,2,N,1,9,NNW,17.5,16.9,16.9,,759.2,0,0,86,3.7,169,0.017,0,31.3,26,9.5,29.7,5.35,0.0715,0,702,1,100,30,246.248
YMCA,2014-06-10 20:00,16.7,17.5,16.7,63,9.6,1,N,0.5,7,N,16.7,16.2,16.2,,759.4,0,0,25,1.08,33,0.034,0,29.2,27,8.2,27.9,5.55,0.0721,0.05,703,1,100,30,245.926
YMCA,2014-06-10 20:30,16.1,16.7,16.1,65,9.5,0,WNW,0,3,N,16.1,15.6,15.6,,759.8,0,0,10,0.43,18,0.047,0,27.3,28,7.2,26.1,5.73,0.0726,0,702,1,100,30,245.119
YMCA,2014-06-10 21:00,15.3,16.1,15.3,67,9.2,0,WNW,0,2,WNW,15.3,14.9,14.9,,760,0,0,0,0,0,0.063,0,25.7,30,6.8,24.8,6.05,0.0731,0,703,1,100,30,245.213
YMCA,2014-06-10 21:30,14.7,15.3,14.7,70,9.3,0,W,0,4,W,14.7,14.2,14.2,,760.1,0,0,0,0,0,0.076,0,24.4,31,6.2,23.7,6.23,0.0734,0,701,1,100,30,246.789
YMCA,2014-06-10 22:00,14.2,14.7,14.2,73,9.4,0,W,0,4,W,14.2,13.9,13.9,,760.3,0,0,0,0,0,0.086,0,23.5,32,5.8,22.7,6.46,0.0737,0.03,703,1,100,30,246.049
YMCA,2014-06-10 22:30,13.7,14.2,13.7,80,10.3,0,WSW,0,4,SSW,13.7,13.5,13.5,,760.6,0,0,0,0,0,0.097,0,22.7,33,5.6,21.6,6.59,0.0739,0,700,2,100,30,245.839
YMCA,2014-06-10 23:00,13.1,13.7,13.1,84,10.5,1,WSW,0.5,8,W,13.1,13.1,13.1,,760.8,0,0,0,0,0,0.109,0,21.9,35,5.8,20.5,7.02,0.0741,0.03,702,2,100,30,245.855
YMCA,2014-06-10 23:30,12.9,13.1,12.9,86,10.7,1,WSW,0.5,5,WSW,12.9,12.9,12.9,,760.9,0,0,0,0,0,0.112,0,21.4,36,5.7,19.8,7.23,0.0743,0,699,2,100,30,247.726
YMCA,2014-06-11 00:00,12.7,12.9,12.7,87,10.6,1,WSW,0.5,4,WSW,12.7,12.7,12.7,,761,0,0,0,0,0,0.118,0,21.1,38,6.2,19.5,7.55,0.0743,0,702,2,100,30,248.161
YMCA,2014-06-11 00:30,12.3,12.6,12.3,89,10.6,1,WSW,0.5,4,SW,12.3,12.4,12.4,,761.1,0,0,0,0,0,0.125,0,20.7,38,5.9,19.2,7.55,0.0744,0,701,2,100,30,248.519
YMCA,2014-06-11 01:00,11.7,12.3,11.7,90,10.1,0,W,0,1,W,11.7,11.8,11.8,,761.2,0,0,0,0,0,0.138,0,20.4,39,6,19.1,7.67,0.0745,0,702,2,100,30,246.293
YMCA,2014-06-11 01:30,11.4,11.7,11.4,92,10.2,0,N,0,3,NNW,11.4,11.6,11.6,,761.1,0,0,0,0,0,0.144,0,20.1,40,6,18.7,7.79,0.0746,0,703,2,100,30,246.82
YMCA,2014-06-11 02:00,11.4,11.4,11.3,92,10.2,0,NNW,0,2,NNW,11.4,11.6,11.6,,761.1,0,0,0,0,0,0.144,0,19.8,41,6.1,18.5,7.95,0.0747,0,702,2,100,30,246.802
YMCA,2014-06-11 02:30,11.6,11.6,11.4,92,10.3,0,N,0,3,N,11.6,11.7,11.7,,761.1,0,0,0,0,0,0.141,0,19.7,41,6,18.4,7.95,0.0747,0,703,2,100,30,247.047
YMCA,2014-06-11 03:00,11.1,11.6,11.1,92,9.9,0,NNW,0,1,NNW,11.1,11.2,11.2,,761.4,0,0,0,0,0,0.15,0,19.5,42,6.2,18.2,8.11,0.0748,0,702,2,100,30,246.913
YMCA,2014-06-11 03:30,11.2,11.2,11.1,93,10.1,0,NNW,0,2,NNW,11.2,11.3,11.3,,761.6,0,0,0,0,0,0.149,0,19.3,42,6,18,8.12,0.0749,0,703,2,100,30,247.739
YMCA,2014-06-11 04:00,11.2,11.2,11.2,92,9.9,0,WNW,0,3,N,11.2,11.3,11.3,,761.9,0,0,0,0,0,0.149,0,19.1,42,5.9,17.8,8.12,0.0749,0,702,2,100,30,247.933
YMCA,2014-06-11 04:30,11.1,11.2,11.1,92,9.9,0,WNW,0,2,WNW,11.1,11.2,11.2,,762.1,0,0,5,0.22,11,0.15,0,19,43,6.1,17.7,8.25,0.075,0,703,3,100,30,246.408
YMCA,2014-06-11 05:00,11.2,11.2,11.1,92,10,0,WNW,0,2,WNW,11.2,11.3,11.3,,762.5,0,0,16,0.69,23,0.148,0,18.9,43,6,17.6,8.25,0.075,0,702,3,100,30,246.785
YMCA,2014-06-11 05:30,11.7,11.7,11.2,92,10.5,1,W,0.5,4,WSW,11.7,11.8,11.8,,762.7,0,0,26,1.12,30,0.138,0,18.9,43,6,17.6,8.25,0.0751,0,700,1,100,30,245.677
YMCA,2014-06-11 06:00,11.9,11.9,11.7,91,10.5,0,WSW,0,3,WSW,11.9,12,12,,762.9,0,0,57,2.45,86,0.133,0,19.2,44,6.7,18.1,8.35,0.075,0,703,1,100,30,245.901
YMCA,2014-06-11 06:30,12.1,12.1,11.9,91,10.6,1,WSW,0.5,4,WSW,12.1,12.1,12.1,,763.1,0,0,104,4.47,135,0.131,0,19.8,43,6.8,18.6,8.25,0.0748,0.03,702,1,100,30,246.826
YMCA,2014-06-11 07:00,12.7,12.7,12.1,89,10.9,1,WSW,0.5,5,SW,12.7,12.7,12.7,,763.2,0,0,139,5.98,204,0.118,0,20.4,43,7.4,19.3,8.25,0.0746,0.05,703,1,100,30,246.31
YMCA,2014-06-11 07:30,14.2,14.2,12.7,85,11.7,0,WSW,0,7,SW,14.2,14.1,14.1,,763.2,0,0,261,11.22,459,0.087,0,21.4,42,7.9,20.1,8.04,0.0744,0,700,1,100,30,245.517
YMCA,2014-06-11 08:00,15.1,15.1,14.2,80,11.7,1,NNW,0.5,5,NNE,15.1,15,15,,763.2,0,0,481,20.69,531,0.067,0,22.7,41,8.8,22,7.83,0.074,0.18,703,1,100,30,244.624
YMCA,2014-06-11 08:30,16,16,15.1,77,12,1,N,0.5,5,NNW,16,15.9,15.9,,763.1,0,0,567,24.38,717,0.049,0,24.6,40,10.1,24.1,7.63,0.0735,0,702,1,100,30,243.676
YMCA,2014-06-11 09:00,17,17,16,71,11.7,1,N,0.5,6,N,17,16.8,16.8,,763.1,0,0,595,25.59,724,0.028,0,26.1,38,10.7,25.6,7.27,0.073,0,703,1,100,30,243.382
YMCA,2014-06-11 09:30,18.4,18.4,17,64,11.5,1,N,0.5,6,NNW,18.4,18.2,18.2,,763.2,0,0,733,31.52,809,0,0.001,27.7,37,11.7,27.1,7.11,0.0726,0.3,702,1,100,30,243.879
YMCA,2014-06-11 10:00,18.7,18.9,18.3,61,11,1,NNW,0.5,7,NNE,18.7,18.3,18.3,,763.4,0,0,810,34.83,919,0,0.007,29.7,35,12.6,29.2,6.66,0.0721,0.41,703,1,100,30,244.153
YMCA,2014-06-11 10:30,18.4,19.4,18.2,61,10.7,1,N,0.5,5,ENE,18.4,18,18,,763.4,0,0,665,28.6,1056,0,0.001,31.1,33,12.9,30.2,6.41,0.0717,0,695,1,100,30,244.584
YMCA,2014-06-11 11:00,19.6,20,18.4,55,10.3,2,N,1,7,WNW,19.6,19.1,19.1,,763.4,0,0,820,35.26,1074,0,0.025,31.9,32,13.2,31.3,6.25,0.0715,0,703,1,100,30,244.367
YMCA,2014-06-11 11:30,20.6,20.6,19.3,52,10.4,2,N,1,9,N,20.6,19.9,19.9,,763.4,0,0,991,42.62,1032,0,0.046,33.4,30,13.5,33.1,5.87,0.0712,0.41,702,1,100,30,244.278
YMCA,2014-06-11 12:00,19.2,20.8,19.2,56,10.2,2,N,1,8,NE,19.2,18.7,18.7,,763.4,0,0,485,20.86,1150,0,0.019,34.1,28,13,33.6,5.45,0.071,0.46,703,1,100,30,243.329
YMCA,2014-06-11 12:30,20.2,20.2,19.2,51,9.7,1,N,0.5,7,NNW,20.2,19.5,19.5,,763.4,0,0,624,26.84,1174,0,0.038,33.3,28,12.3,32.6,5.54,0.0713,0,702,1,100,30,245.327
YMCA,2014-06-11 13:00,20.7,20.7,19.9,49,9.6,1,N,0.5,7,N,20.7,19.8,19.8,,763.5,0,0,593,25.5,1086,0,0.05,33.5,28,12.5,32.8,5.51,0.0712,0,702,1,100,30,243.461
YMCA,2014-06-11 13:30,20.4,21.2,20.4,51,10,2,NNE,1,10,WSW,20.4,19.7,19.7,,763.6,0,0,556,23.91,1063,0,0.044,34.3,27,12.6,33.7,5.3,0.071,0.38,702,1,100,30,243.598
YMCA,2014-06-11 14:00,21.6,21.7,20.4,50,10.7,1,N,0.5,8,NNE,21.6,20.8,20.8,,763.6,0,0,747,32.13,1039,0,0.068,34.6,26,12.3,33.8,5.18,0.071,0,702,1,100,30,243.955
YMCA,2014-06-11 14:30,21.6,22.2,21.6,55,12.2,2,WSW,1,7,SW,21.6,21.1,21.1,,763.6,0,0,921,39.61,1081,0,0.068,36.6,25,13.4,36.5,5.11,0.0704,0.43,703,1,100,30,244.751
YMCA,2014-06-11 15:00,21.4,22.1,21.4,53,11.5,2,WSW,1,9,SW,21.4,20.7,20.7,,763.7,0,0,786,33.8,1063,0,0.065,37.9,24,13.9,38.1,4.93,0.0701,0.51,702,1,100,30,244.497
YMCA,2014-06-11 15:30,20.5,21.4,20.5,60,12.5,1,WSW,0.5,7,WSW,20.5,20.2,20.2,,763.8,0,0,223,9.59,262,0,0.045,36.6,25,13.4,36.5,5.11,0.0704,0,702,1,100,30,243.695
YMCA,2014-06-11 16:00,20.9,21.2,20.5,60,12.9,1,NNW,0.5,5,NNW,20.9,20.6,20.6,,763.8,0,0,363,15.61,782,0,0.054,35.2,26,12.8,34.7,5.16,0.0708,0,702,1,100,30,243.788
YMCA,2014-06-11 16:30,20.9,21.5,20.9,59,12.6,2,N,1,10,E,20.9,20.5,20.5,,763.9,0,0,527,22.66,754,0,0.054,36.2,25,13,35.8,5.09,0.0706,0.2,703,1,100,30,244.543
YMCA,2014-06-11 17:00,20.5,20.9,20.3,62,13,2,N,1,7,N,20.5,20.3,20.3,,763.9,0,0,366,15.74,496,0,0.045,35.9,25,12.8,35.4,5.08,0.0707,0.28,702,1,100,30,246.423
YMCA,2014-06-11 17:30,21,21,20.4,60,12.9,1,N,0.5,7,N,21,20.6,20.6,,763.9,0,0,356,15.31,381,0,0.056,35.7,26,13.2,35.3,5.17,0.0707,0,702,1,100,30,245.255
YMCA,2014-06-11 18:00,20.2,21,20.2,63,12.9,1,NNW,0.5,7,NNW,20.2,20.1,20.1,,763.9,0,0,268,11.53,357,0,0.038,35.2,26,12.8,34.7,5.16,0.0708,0.2,702,1,100,30,244.647
YMCA,2014-06-11 18:30,19.8,20.2,19.8,65,13.1,1,N,0.5,5,NNW,19.8,19.9,19.9,,764,0,0,197,8.47,253,0,0.031,33.9,27,12.3,33.2,5.33,0.0712,0,698,7,100,30,244.787
YMCA,2014-06-11 19:00,19,19.8,19,68,13,1,N,0.5,4,NNW,19,19.1,19.1,,764.1,0,0,96,4.13,132,0,0.014,32.2,28,11.4,31.2,5.65,0.0716,0,702,7,100,30,245.568
YMCA,2014-06-11 19:30,18.7,19,18.7,69,12.9,0,NNW,0,3,NNW,18.7,18.7,18.7,,764.2,0,0,64,2.75,76,0,0.007,30.3,29,10.3,29.3,5.82,0.0722,0.1,702,1,100,30,246.895
YMCA,2014-06-11 20:00,18.2,18.7,18.2,71,12.9,0,NNW,0,2,NNW,18.2,18.2,18.2,,764.3,0,0,35,1.51,51,0.002,0,28.7,31,9.9,27.8,6.15,0.0726,0.03,702,1,100,30,246.587
YMCA,2014-06-11 20:30,17.6,18.2,17.6,74,12.9,0,NNW,0,2,NNW,17.6,17.6,17.6,,764.4,0,0,8,0.34,18,0.016,0,27.4,32,9.2,26.4,6.32,0.0729,0,702,1,100,30,246.317
YMCA,2014-06-11 21:00,16.9,17.6,16.9,76,12.7,0,,0,0,,16.9,16.9,16.9,,764.7,0,0,0,0,0,0.029,0,26.2,33,8.6,25.3,6.55,0.0733,0,703,1,100,30,244.358
YMCA,2014-06-11 21:30,16.6,16.9,16.6,77,12.5,0,,0,0,,16.6,16.5,16.5,,764.9,0,0,0,0,0,0.037,0,25.2,34,8.2,24.6,6.7,0.0736,0,699,2,100,30,245.26
YMCA,2014-06-11 22:00,16.1,16.6,16.1,79,12.5,0,,0,0,,16.1,16.1,16.1,,765.1,0,0,0,0,0,0.046,0,24.4,35,8,23.8,6.93,0.0738,0.03,703,2,100,30,247.175
YMCA,2014-06-11 22:30,15.7,16.1,15.7,80,12.3,0,NNW,0,1,NNW,15.7,15.7,15.7,,765.2,0,0,0,0,0,0.054,0,23.8,36,7.9,23.2,7.05,0.074,0,702,2,100,30,245.655
YMCA,2014-06-11 23:00,15.1,15.7,15.1,82,12.1,0,,0,0,,15.1,15.1,15.1,,765.1,0,0,0,0,0,0.067,0,23.2,37,7.7,22.6,7.27,0.0741,0.03,703,2,100,30,247.107
YMCA,2014-06-11 23:30,14.6,15.1,14.6,85,12.1,0,,0,0,,14.6,14.5,14.5,,765.1,0,0,0,0,0,0.079,0,22.7,38,7.7,21.8,7.43,0.0742,0,702,2,100,30,246.686
YMCA,2014-06-12 00:00,14.2,14.6,14.2,85,11.7,0,,0,0,,14.2,14.2,14.2,,765.1,0,0,0,0,0,0.086,0,22.3,38,7.3,21.2,7.46,0.0744,0,703,2,100,30,248.108
YMCA,2014-06-12 00:30,13.8,14.2,13.8,87,11.7,0,,0,0,,13.8,13.8,13.8,,764.9,0,0,0,0,0,0.094,0,21.9,39,7.4,20.7,7.62,0.0744,0,701,2,100,30,246.84
YMCA,2014-06-12 01:00,13.7,13.8,13.7,88,11.7,0,,0,0,,13.7,13.7,13.7,,764.7,0,0,0,0,0,0.097,0,21.7,40,7.5,20.3,7.73,0.0745,0,703,2,100,30,246.142
YMCA,2014-06-12 01:30,13.2,13.7,13.2,88,11.2,0,,0,0,,13.2,13.2,13.2,,764.8,0,0,0,0,0,0.108,0,21.4,40,7.2,19.9,7.74,0.0746,0,702,4,100,30,246.192
YMCA,2014-06-12 02:00,12.8,13.2,12.8,89,11,0,,0,0,,12.8,12.8,12.8,,764.8,0,0,0,0,0,0.116,0,20.9,41,7.1,19.5,7.95,0.0747,0,703,4,100,30,246.727
YMCA,2014-06-12 02:30,12.3,12.8,12.3,91,10.9,0,,0,0,,12.3,12.4,12.4,,764.8,0,0,0,0,0,0.125,0,20.5,41,6.8,19.2,7.95,0.0748,0,695,1,100,30,247.258
YMCA,2014-06-12 03:00,12,12.3,11.9,91,10.6,0,,0,0,,12,12.1,12.1,,764.9,0,0,0,0,0,0.132,0,20.1,41,6.4,18.8,7.95,0.0749,0,702,1,100,30,247.939
YMCA,2014-06-12 03:30,11.8,12.1,11.8,91,10.4,0,,0,0,,11.8,11.9,11.9,,764.9,0,0,0,0,0,0.135,0,19.8,42,6.5,18.6,8.1,0.075,0,703,1,100,30,248.408
YMCA,2014-06-12 04:00,11.9,12,11.7,92,10.7,0,,0,0,,11.9,12.1,12.1,,764.9,0,0,0,0,0,0.133,0,19.7,42,6.4,18.4,8.1,0.0751,0,702,1,100,30,247.429
YMCA,2014-06-12 04:30,11.9,12.1,11.9,91,10.5,0,,0,0,,11.9,12,12,,764.9,0,0,4,0.17,9,0.133,0,19.6,42,6.3,18.3,8.11,0.0751,0,703,1,100,30,246.7
YMCA,2014-06-12 05:00,12.1,12.2,11.9,91,10.7,0,,0,0,,12.1,12.2,12.2,,764.9,0,0,15,0.65,21,0.13,0,19.5,43,6.6,18.3,8.25,0.0751,0,702,1,100,30,247.618
YMCA,2014-06-12 05:30,12.7,12.7,12.2,90,11.1,0,,0,0,,12.7,12.7,12.7,,765,0,0,28,1.2,35,0.118,0,19.7,43,6.7,18.5,8.25,0.0751,0,700,1,100,30,247.502
YMCA,2014-06-12 06:00,13.3,13.3,12.7,88,11.4,0,,0,0,,13.3,13.3,13.3,,765,0,0,51,2.19,135,0.104,0,20.1,43,7.1,18.9,8.25,0.0749,0.03,702,1,100,30,246.401
YMCA,2014-06-12 06:30,14.6,14.6,13.4,87,12.5,0,,0,0,,14.6,14.6,14.6,,765,0,0,68,2.92,130,0.078,0,20.7,43,7.7,19.5,8.25,0.0747,0,697,2,100,30,246.503
YMCA,2014-06-12 07:00,15.8,15.8,14.6,79,12.1,0,,0,0,,15.8,15.7,15.7,,765,0,0,80,3.44,149,0.053,0,21.4,42,8,20.2,8.04,0.0745,0.05,702,2,100,30,244.888
YMCA,2014-06-12 07:30,17.6,17.6,15.8,72,12.4,0,W,0,2,NNW,17.6,17.5,17.5,,764.9,0,0,261,11.22,462,0.016,0,22.6,42,9,21.9,8,0.0742,0,702,1,100,30,245.893
YMCA,2014-06-12 08:00,19.4,19.4,17.6,64,12.5,0,SW,0,3,SW,19.4,19.4,19.4,,765,0,0,425,18.28,462,0,0.023,24.4,40,10,23.9,7.63,0.0737,0.2,702,1,100,30,245.428
YMCA,2014-06-12 08:30,20.3,20.3,19.4,58,11.8,0,SW,0,1,SW,20.3,19.9,19.9,,765.1,0,0,463,19.91,557,0,0.042,26.3,39,11.2,25.8,7.46,0.0732,0,703,1,100,30,244.592
YMCA,2014-06-12 09:00,21,21,20.4,55,11.6,0,WSW,0,3,WSW,21,20.3,20.3,,765.1,0,0,544,23.4,680,0,0.056,28.2,37,12.1,27.7,7.1,0.0726,0,702,1,100,30,243.839
YMCA,2014-06-12 09:30,22,22,20.9,52,11.7,0,WSW,0,3,SW,22,21.5,21.5,,765,0,0,750,32.25,905,0,0.076,30.1,35,13,29.7,6.67,0.0721,0.3,702,1,100,30,243.513
YMCA,2014-06-12 10:00,21.1,22.2,21.1,55,11.7,0,WSW,0,4,N,21.1,20.3,20.3,,765.1,0,0,307,13.2,911,0,0.057,31.6,33,13.3,30.8,6.43,0.0718,0.33,703,1,100,30,244.088
YMCA,2014-06-12 10:30,20.1,21.1,20.1,58,11.5,0,NNE,0,3,NE,20.1,19.8,19.8,,765.1,0,0,239,10.28,338,0,0.036,31.3,33,13.1,30.5,6.42,0.0718,0,700,1,100,30,243.663
YMCA,2014-06-12 11:00,20.7,20.7,20.1,53,10.8,0,N,0,3,SSW,20.7,20.1,20.1,,765.1,0,0,243,10.45,380,0,0.05,30.8,33,12.7,30.1,6.4,0.072,0,703,1,100,30,245.296
YMCA,2014-06-12 11:30,22.3,22.3,20.7,47,10.4,1,WSW,0.5,6,WSW,22.3,21.6,21.6,,764.9,0,0,1004,43.18,1102,0,0.082,32.3,32,13.5,31.9,6.25,0.0716,0.18,699,3,100,30,246.151
YMCA,2014-06-12 12:00,21.9,22.4,21.9,51,11.3,0,N,0,4,NNW,21.9,21.3,21.3,,764.9,0,0,340,14.62,819,0,0.075,33.8,30,13.8,33.6,5.84,0.0712,0,703,3,100,30,246.441
YMCA,2014-06-12 12:30,23.1,23.1,21.7,49,11.8,0,NNE,0,4,NNE,23.1,22.8,22.8,,764.7,0,0,651,28,932,0,0.098,34.4,29,13.8,34.3,5.59,0.071,0.43,702,3,100,30,244.876
YMCA,2014-06-12 13:00,23.2,23.3,22.9,48,11.5,0,SSW,0,4,SSW,23.2,22.9,22.9,,764.6,0,0,452,19.44,1023,0,0.101,34.7,29,14.1,34.6,5.57,0.0709,0.36,703,3,100,30,245.096
